location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 10,2019-05-25,2019-05-27,Sofala,Beira,0,5,12,17,10
Facility 58,2019-05-23,2019-05-27,Sofala,Nhamatanda,19,0,42,61,58
Facility 58,2019-05-21,2019-05-27,Sofala,Nhamatanda,40,10,108,158,58
Facility 32,2019-05-18,2019-05-19,Sofala,Nhamatanda,0,0,0,0,32
Facility 32,2019-05-19,2019-05-19,Sofala,Nhamatanda,0,0,0,0,32
Facility 55,2019-05-18,2019-05-19,Sofala,Beira,24,1,20,45,55
Facility 55,2019-05-17,2019-05-19,Sofala,Beira,3,4,20,27,55
Facility 30,2019-05-19,2019-05-19,Sofala,Beira,15,34,29,78,30
Facility 30,2019-05-18,2019-05-19,Sofala,Beira,18,28,31,77,30
Facility 30,2019-05-18,2019-05-19,Sofala,Beira,18,28,31,77,30
Facility 60,2019-05-18,2019-05-19,Sofala,Beira,0,0,0,0,60
Facility 49,2019-05-17,2019-05-19,Sofala,Dondo,45,37,13,95,49
Facility 29,2019-05-18,2019-05-19,Sofala,Dondo,4,5,5,14,29
Facility 48,2019-05-19,2019-05-19,Sofala,Dondo,0,0,0,0,48
Facility 21,2019-05-19,2019-05-19,Sofala,Beira,7,3,14,24,21
Facility 21,2019-05-19,2019-05-19,Sofala,Beira,7,3,14,24,21
Facility 15,2019-05-18,2019-05-19,Sofala,Buzi,13,19,23,55,15
Facility 16,2019-05-18,2019-05-19,Sofala,Buzi,27,33,30,90,16
Facility 26,2019-05-18,2019-05-19,Sofala,Beira,0,0,0,0,26
Facility 9,2019-05-18,2019-05-19,Sofala,Nhamatanda,9,8,0,17,9
Facility 20,2019-05-18,2019-05-19,Sofala,Buzi,13,4,25,42,20
Facility 20,2019-05-18,2019-05-19,Sofala,Buzi,13,4,25,42,20
Facility 12,2019-05-18,2019-05-19,Sofala,Dondo,70,62,95,227,12
Facility 1,2019-05-18,2019-05-19,Sofala,Nhamatanda,21,9,29,59,1
Facility 11,2019-05-18,2019-05-19,Sofala,Nhamatanda,32,5,7,44,11
Facility 40,2019-05-18,2019-05-19,Sofala,Buzi,15,9,13,37,40
Facility 3,2019-05-19,2019-05-19,Sofala,Dondo,0,0,0,0,3
Facility 2,2019-05-18,2019-05-19,Sofala,Beira,25,30,25,80,2
Facility 34,2019-05-18,2019-05-18,Sofala,Dondo,0,0,0,0,34
Facility 35,2019-05-16,2019-05-18,Sofala,Nhamatanda,82,69,148,299,35
Facility 35,2019-05-15,2019-05-18,Sofala,Nhamatanda,157,73,158,388,35
Facility 35,2019-05-14,2019-05-18,Sofala,Nhamatanda,68,48,37,153,35
Facility 32,2019-05-07,2019-05-10,Sofala,Nhamatanda,,,,,32
Facility 32,2019-05-04,2019-05-10,Sofala,Nhamatanda,,,,,32
Facility 32,2019-05-03,2019-05-10,Sofala,Nhamatanda,,,,,32
Facility 34,2019-05-10,2019-05-10,Sofala,Dondo,11,11,8,30,34
Facility 55,2019-05-09,2019-05-10,Sofala,Beira,4,1,8,13,55
Facility 22,2019-05-10,2019-05-10,Sofala,Beira,10,3,22,35,22
Facility 55,2019-05-08,2019-05-10,Sofala,Beira,4,0,4,8,55
Facility 55,2019-05-07,2019-05-10,Sofala,Beira,7,8,10,25,55
Facility 55,2019-05-06,2019-05-10,Sofala,Beira,17,9,27,53,55
Facility 60,2019-05-09,2019-05-10,Sofala,Beira,9,12,19,40,60
Facility 10,2019-05-10,2019-05-10,Sofala,Beira,0,12,30,42,10
Facility 37,2019-05-09,2019-05-10,Sofala,Beira,11,2,28,41,37
Facility 21,2019-05-10,2019-05-10,Sofala,Beira,45,8,3,56,21
Facility 36,2019-05-09,2019-05-10,Sofala,Dondo,12,6,14,32,36
Facility 52,2019-05-09,2019-05-10,Sofala,Beira,24,19,55,98,52
Facility 52,2019-05-08,2019-05-10,Sofala,Beira,19,13,25,57,52
Facility 13,2019-05-09,2019-05-10,Sofala,Beira,0,0,0,0,13
Facility 9,2019-05-09,2019-05-10,Sofala,Nhamatanda,40,10,45,95,9
Facility 19,2019-05-09,2019-05-10,Sofala,Beira,40,23,23,86,19
Facility 12,2019-05-09,2019-05-10,Sofala,Dondo,28,49,106,183,12
Facility 8,2019-05-09,2019-05-10,Sofala,Beira,4,1,9,14,8
Facility 31,2019-05-09,2019-05-10,Sofala,Dondo,15,21,15,51,31
Facility 49,2019-05-09,2019-05-10,Sofala,Dondo,52,26,38,116,49
Facility 29,2019-05-09,2019-05-10,Sofala,Dondo,17,29,41,87,29
Facility 30,2019-05-09,2019-05-09,Sofala,Beira,16,27,32,75,30
Facility 30,2019-05-08,2019-05-09,Sofala,Beira,26,31,37,94,30
Facility 4,2019-05-09,2019-05-09,Sofala,Beira,22,31,87,140,4
Facility 50,2019-05-08,2019-05-09,Sofala,Nhamatanda,109,9,43,161,50
Facility 35,2019-05-06,2019-05-09,Sofala,Nhamatanda,78,73,85,236,35
Facility 35,2019-05-08,2019-05-09,Sofala,Nhamatanda,60,48,88,196,35
Facility 35,2019-05-07,2019-05-09,Sofala,Nhamatanda,81,81,86,248,35
Facility 35,2019-05-09,2019-05-09,Sofala,Nhamatanda,27,16,31,74,35
Facility 5,2019-05-08,2019-05-09,Sofala,Beira,11,8,24,43,5
Facility 5,2019-05-09,2019-05-09,Sofala,Beira,11,8,24,43,5
Facility 18,2019-05-08,2019-05-09,Sofala,Beira,6,0,6,12,18
Facility 30,2019-05-07,2019-05-09,Sofala,Beira,12,17,29,58,30
Facility 30,2019-05-06,2019-05-09,Sofala,Beira,7,17,21,45,30
Facility 30,2019-05-05,2019-05-09,Sofala,Beira,11,9,28,48,30
Facility 46,2019-05-09,2019-05-09,Sofala,Dondo,6,6,11,23,46
Facility 46,2019-05-08,2019-05-09,Sofala,Dondo,15,8,26,49,46
Facility 29,2019-05-08,2019-05-09,Sofala,Dondo,21,40,36,97,29
Facility 60,2019-05-08,2019-05-09,Sofala,Beira,6,12,21,39,60
Facility 34,2019-05-09,2019-05-09,Sofala,Dondo,9,10,9,28,34
Facility 48,2019-05-08,2019-05-09,Sofala,Dondo,6,6,17,29,48
Facility 10,2019-05-09,2019-05-09,Sofala,Beira,0,10,20,30,10
Facility 38,2019-05-09,2019-05-09,Sofala,Beira,9,5,14,28,38
Facility 23,2019-05-08,2019-05-09,Sofala,Dondo,0,0,0,0,23
Facility 19,2019-05-08,2019-05-09,Sofala,Beira,0,50,78,128,19
Facility 34,2019-05-08,2019-05-09,Sofala,Dondo,15,11,10,36,34
Facility 12,2019-05-08,2019-05-09,Sofala,Dondo,12,13,77,102,12
Facility 12,2019-05-07,2019-05-09,Sofala,Dondo,31,34,90,155,12
Facility 12,2019-05-06,2019-05-09,Sofala,Dondo,39,11,93,143,12
Facility 12,2019-05-05,2019-05-09,Sofala,Dondo,40,39,70,149,12
Facility 12,2019-05-02,2019-05-09,Sofala,Dondo,44,18,79,141,12
Facility 12,2019-05-03,2019-05-09,Sofala,Dondo,30,39,80,149,12
Facility 12,2019-05-04,2019-05-09,Sofala,Dondo,52,33,43,128,12
Facility 21,2019-05-09,2019-05-09,Sofala,Beira,26,10,13,49,21
Facility 12,2019-05-01,2019-05-09,Sofala,Dondo,34,22,49,105,12
Facility 53,2019-05-08,2019-05-09,Sofala,Beira,11,3,10,24,53
Facility 36,2019-05-08,2019-05-09,Sofala,Dondo,14,8,19,41,36
Facility 8,2019-05-08,2019-05-09,Sofala,Beira,7,3,8,18,8
Facility 24,2019-05-08,2019-05-09,Sofala,Beira,7,4,14,25,24
Facility 64,2019-05-08,2019-05-09,Sofala,Dondo,19,0,20,39,64
Facility 2,2019-05-08,2019-05-09,Sofala,Beira,32,20,20,72,2
Facility 7,2019-05-08,2019-05-09,Sofala,Nhamatanda,19,23,14,56,7
Facility 37,2019-05-08,2019-05-09,Sofala,Beira,11,2,13,26,37
Facility 13,2019-05-08,2019-05-09,Sofala,Beira,0,0,0,0,13
Facility 49,2019-05-08,2019-05-09,Sofala,Dondo,58,55,41,154,49
Facility 31,2019-05-08,2019-05-09,Sofala,Dondo,11,10,15,36,31
Facility 31,2019-05-06,2019-05-09,Sofala,Dondo,0,0,0,0,31
Facility 3,2019-05-09,2019-05-09,Sofala,Dondo,21,6,12,39,3
Facility 11,2019-05-08,2019-05-09,Sofala,Nhamatanda,62,25,41,128,11
Facility 51,2019-05-08,2019-05-09,Sofala,Nhamatanda,,,,,51
Facility 25,2019-05-08,2019-05-09,Sofala,Beira,3,1,9,13,25
Facility 27,2019-05-08,2019-05-09,Sofala,Nhamatanda,12,11,17,40,27
Facility 26,2019-05-08,2019-05-09,Sofala,Beira,6,4,10,20,26
Facility 27,2019-05-07,2019-05-09,Sofala,Nhamatanda,11,18,14,43,27
Facility 9,2019-05-08,2019-05-09,Sofala,Nhamatanda,42,30,55,127,9
Facility 52,2019-05-07,2019-05-08,Sofala,Beira,18,13,50,81,52
Facility 29,2019-05-07,2019-05-08,Sofala,Dondo,25,23,27,75,29
Facility 51,2019-05-07,2019-05-08,Sofala,Nhamatanda,,,,,51
Facility 48,2019-05-07,2019-05-08,Sofala,Dondo,9,8,17,34,48
Facility 4,2019-05-08,2019-05-08,Sofala,Beira,33,17,53,103,4
Facility 5,2019-05-07,2019-05-08,Sofala,Beira,12,14,24,50,5
Facility 22,2019-05-08,2019-05-08,Sofala,Beira,12,6,9,27,22
Facility 22,2019-04-27,2019-05-08,Sofala,Beira,0,0,4,4,22
Facility 22,2019-04-29,2019-05-08,Sofala,Beira,8,13,12,33,22
Facility 22,2019-04-26,2019-05-08,Sofala,Beira,13,4,8,25,22
Facility 38,2019-05-08,2019-05-08,Sofala,Beira,10,3,5,18,38
Facility 10,2019-05-08,2019-05-08,Sofala,Beira,0,9,21,30,10
Facility 19,2019-05-07,2019-05-08,Sofala,Beira,0,35,52,87,19
Facility 37,2019-05-07,2019-05-08,Sofala,Beira,5,3,26,34,37
Facility 33,2019-05-07,2019-05-08,Sofala,Buzi,5,3,5,13,33
Facility 49,2019-05-07,2019-05-08,Sofala,Dondo,1,75,11,87,49
Facility 21,2019-05-08,2019-05-08,Sofala,Beira,27,5,5,37,21
Facility 13,2019-05-07,2019-05-08,Sofala,Beira,0,0,0,0,13
Facility 9,2019-05-07,2019-05-08,Sofala,Nhamatanda,40,15,29,84,9
Facility 9,2019-05-06,2019-05-08,Sofala,Nhamatanda,24,26,21,71,9
Facility 9,2019-05-05,2019-05-08,Sofala,Nhamatanda,0,0,0,0,9
Facility 50,2019-05-07,2019-05-08,Sofala,Nhamatanda,85,25,49,159,50
Facility 60,2019-05-07,2019-05-08,Sofala,Beira,11,15,21,47,60
Facility 24,2019-05-07,2019-05-08,Sofala,Beira,7,7,40,54,24
Facility 11,2019-05-07,2019-05-08,Sofala,Nhamatanda,49,33,53,135,11
Facility 46,2019-05-07,2019-05-08,Sofala,Dondo,13,16,17,46,46
Facility 3,2019-05-08,2019-05-08,Sofala,Dondo,9,7,18,34,3
Facility 42,2019-05-07,2019-05-08,Sofala,Dondo,24,13,33,70,42
Facility 8,2019-05-07,2019-05-08,Sofala,Beira,5,2,13,20,8
Facility 38,2019-05-07,2019-05-08,Sofala,Beira,7,10,7,24,38
Facility 31,2019-05-07,2019-05-08,Sofala,Dondo,13,9,18,40,31
Facility 2,2019-05-07,2019-05-08,Sofala,Beira,11,8,10,29,2
Facility 53,2019-05-07,2019-05-08,Sofala,Beira,12,6,23,41,53
Facility 22,2019-05-07,2019-05-08,Sofala,Beira,10,3,10,23,22
Facility 23,2019-05-07,2019-05-08,Sofala,Dondo,0,0,0,0,23
Facility 26,2019-05-07,2019-05-08,Sofala,Beira,8,2,6,16,26
Facility 25,2019-05-07,2019-05-08,Sofala,Beira,0,1,4,5,25
Facility 41,2019-05-07,2019-05-08,Sofala,Buzi,5,8,9,22,41
Facility 42,2019-05-06,2019-05-07,Sofala,Dondo,41,15,24,80,42
Facility 42,2019-05-04,2019-05-07,Sofala,Dondo,17,9,10,36,42
Facility 42,2019-05-03,2019-05-07,Sofala,Dondo,31,12,17,60,42
Facility 36,2019-05-07,2019-05-07,Sofala,Dondo,15,6,11,32,36
Facility 42,2019-05-02,2019-05-07,Sofala,Dondo,17,8,10,35,42
Facility 42,2019-04-30,2019-05-07,Sofala,Dondo,24,19,41,84,42
Facility 42,2019-04-29,2019-05-07,Sofala,Dondo,28,15,32,75,42
Facility 42,2019-04-27,2019-05-07,Sofala,Dondo,16,13,6,35,42
Facility 50,2019-04-30,2019-05-07,Sofala,Nhamatanda,66,0,16,82,50
Facility 58,2019-05-06,2019-05-07,Sofala,Nhamatanda,0,15,35,50,58
Facility 58,2019-05-05,2019-05-07,Sofala,Nhamatanda,25,0,13,38,58
Facility 58,2019-05-04,2019-05-07,Sofala,Nhamatanda,12,0,10,22,58
Facility 50,2019-05-06,2019-05-07,Sofala,Nhamatanda,59,48,99,206,50
Facility 34,2019-05-07,2019-05-07,Sofala,Dondo,13,9,10,32,34
Facility 42,2019-04-26,2019-05-07,Sofala,Dondo,19,9,66,94,42
Facility 42,2019-04-25,2019-05-07,Sofala,Dondo,23,11,56,90,42
Facility 42,2019-04-24,2019-05-07,Sofala,Dondo,32,18,56,106,42
Facility 42,2019-03-23,2019-05-07,Sofala,Dondo,33,6,34,73,42
Facility 42,2019-04-22,2019-05-07,Sofala,Dondo,38,15,41,94,42
Facility 42,2019-04-20,2019-05-07,Sofala,Dondo,10,9,12,31,42
Facility 7,2019-05-07,2019-05-07,Sofala,Nhamatanda,26,25,38,89,7
Facility 42,2019-04-19,2019-05-07,Sofala,Dondo,22,15,28,65,42
Facility 42,2019-04-11,2019-05-07,Sofala,Dondo,25,10,51,86,42
Facility 14,2019-05-07,2019-05-07,Sofala,Dondo,14,18,20,52,14
Facility 48,2019-05-06,2019-05-07,Sofala,Dondo,6,4,23,33,48
Facility 48,2019-05-03,2019-05-07,Sofala,Dondo,14,10,15,39,48
Facility 52,2019-05-06,2019-05-07,Sofala,Beira,20,5,46,71,52
Facility 52,2019-05-05,2019-05-07,Sofala,Beira,16,18,22,56,52
Facility 52,2019-05-04,2019-05-07,Sofala,Beira,24,21,31,76,52
Facility 52,2019-05-03,2019-05-07,Sofala,Beira,10,8,57,75,52
Facility 52,2019-05-02,2019-05-07,Sofala,Beira,23,18,37,78,52
Facility 52,2019-05-01,2019-05-07,Sofala,Beira,16,11,45,72,52
Facility 52,2019-04-29,2019-05-07,Sofala,Beira,19,10,34,63,52
Facility 52,2019-04-30,2019-05-07,Sofala,Beira,17,5,25,47,52
Facility 19,2019-05-06,2019-05-07,Sofala,Beira,26,18,46,90,19
Facility 4,2019-04-28,2019-05-07,Sofala,Beira,0,0,0,0,4
Facility 4,2019-05-07,2019-05-07,Sofala,Beira,22,16,23,61,4
Facility 7,2019-05-04,2019-05-07,Sofala,Nhamatanda,10,6,12,28,7
Facility 7,2019-05-05,2019-05-07,Sofala,Nhamatanda,4,8,9,21,7
Facility 7,2019-05-05,2019-05-07,Sofala,Nhamatanda,4,8,9,21,7
Facility 29,2019-05-06,2019-05-07,Sofala,Dondo,34,44,19,97,29
Facility 7,2019-05-06,2019-05-07,Sofala,Nhamatanda,35,20,39,94,7
Facility 24,2019-04-28,2019-05-07,Sofala,Beira,10,5,40,55,24
Facility 24,2019-04-27,2019-05-07,Sofala,Beira,27,5,34,66,24
Facility 33,2019-05-06,2019-05-07,Sofala,Buzi,3,4,4,11,33
Facility 22,2019-04-25,2019-05-07,Sofala,Beira,7,5,15,27,22
Facility 22,2019-04-24,2019-05-07,Sofala,Beira,12,4,14,30,22
Facility 22,2019-04-23,2019-05-07,Sofala,Beira,6,4,11,21,22
Facility 10,2019-05-07,2019-05-07,Sofala,Beira,0,10,13,23,10
Facility 22,2019-04-22,2019-05-07,Sofala,Beira,7,4,16,27,22
Facility 38,2019-04-25,2019-05-07,Sofala,Beira,9,0,7,16,38
Facility 38,2019-04-30,2019-05-07,Sofala,Beira,7,10,5,22,38
Facility 22,2019-04-18,2019-05-07,Sofala,Beira,11,7,13,31,22
Facility 22,2019-04-17,2019-05-07,Sofala,Beira,3,5,8,16,22
Facility 38,2019-05-06,2019-05-07,Sofala,Beira,12,5,9,26,38
Facility 22,2019-04-16,2019-05-07,Sofala,Beira,12,3,13,28,22
Facility 22,2019-04-15,2019-05-07,Sofala,Beira,9,3,13,25,22
Facility 52,2019-04-28,2019-05-07,Sofala,Beira,4,5,32,41,52
Facility 4,2019-05-06,2019-05-07,Sofala,Beira,41,19,37,97,4
Facility 4,2019-05-04,2019-05-07,Sofala,Beira,10,7,14,31,4
Facility 49,2019-05-06,2019-05-07,Sofala,Dondo,0,25,0,25,49
Facility 24,2019-04-26,2019-05-07,Sofala,Beira,9,7,23,39,24
Facility 8,2019-05-06,2019-05-07,Sofala,Beira,2,1,11,14,8
Facility 8,2019-05-03,2019-05-07,Sofala,Beira,8,4,15,27,8
Facility 8,2019-05-02,2019-05-07,Sofala,Beira,5,2,12,19,8
Facility 8,2019-05-01,2019-05-07,Sofala,Beira,0,0,0,0,8
Facility 8,2019-04-30,2019-05-07,Sofala,Beira,8,1,12,21,8
Facility 8,2019-04-25,2019-05-07,Sofala,Beira,4,0,4,8,8
Facility 8,2019-04-19,2019-05-07,Sofala,Beira,0,0,0,0,8
Facility 21,2019-05-07,2019-05-07,Sofala,Beira,18,7,6,31,21
Facility 13,2019-05-06,2019-05-07,Sofala,Beira,0,0,0,0,13
Facility 24,2019-04-25,2019-05-07,Sofala,Beira,9,7,23,39,24
Facility 24,2019-04-24,2019-05-07,Sofala,Beira,10,0,28,38,24
Facility 51,2019-05-06,2019-05-07,Sofala,Nhamatanda,,,,,51
Facility 24,2019-04-23,2019-05-07,Sofala,Beira,15,10,35,60,24
Facility 18,2019-05-06,2019-05-07,Sofala,Beira,4,5,6,15,18
Facility 46,2019-05-06,2019-05-07,Sofala,Dondo,19,7,10,36,46
Facility 11,2019-05-06,2019-05-07,Sofala,Nhamatanda,89,60,70,219,11
Facility 26,2019-05-06,2019-05-07,Sofala,Beira,11,7,15,33,26
Facility 25,2019-04-19,2019-05-07,Sofala,Beira,0,0,0,0,25
Facility 25,2019-05-06,2019-05-07,Sofala,Beira,3,0,10,13,25
Facility 24,2019-04-22,2019-05-07,Sofala,Beira,34,18,50,102,24
Facility 25,2019-04-11,2019-05-07,Sofala,Beira,2,1,11,14,25
Facility 24,2019-04-21,2019-05-07,Sofala,Beira,25,10,45,80,24
Facility 24,2019-04-21,2019-05-07,Sofala,Beira,25,10,45,80,24
Facility 3,2019-05-07,2019-05-07,Sofala,Dondo,13,10,16,39,3
Facility 23,2019-05-06,2019-05-07,Sofala,Dondo,0,0,0,0,23
Facility 5,2019-05-04,2019-05-07,Sofala,Beira,11,7,11,29,5
Facility 5,2019-05-06,2019-05-07,Sofala,Beira,21,14,27,62,5
Facility 5,2019-05-05,2019-05-07,Sofala,Beira,0,0,0,0,5
Facility 24,2019-04-20,2019-05-07,Sofala,Beira,14,10,28,52,24
Facility 27,2019-05-06,2019-05-07,Sofala,Nhamatanda,19,25,29,73,27
Facility 27,2019-05-05,2019-05-07,Sofala,Nhamatanda,0,0,0,0,27
Facility 53,2019-05-05,2019-05-07,Sofala,Beira,0,0,0,0,53
Facility 53,2019-05-06,2019-05-07,Sofala,Beira,12,0,22,34,53
Facility 53,2019-05-06,2019-05-07,Sofala,Beira,12,0,22,34,53
Facility 24,2019-05-06,2019-05-07,Sofala,Beira,14,7,43,64,24
Facility 48,2019-05-12,2019-05-15,Sofala,Dondo,0,0,0,0,48
Facility 48,2019-05-11,2019-05-15,Sofala,Dondo,0,0,0,0,48
Facility 11,2019-05-14,2019-05-15,Sofala,Nhamatanda,68,45,47,160,11
Facility 4,2019-05-13,2019-05-14,Sofala,Beira,26,19,15,60,4
Facility 32,2019-05-13,2019-05-14,Sofala,Nhamatanda,11,8,70,89,32
Facility 32,2019-05-14,2019-05-14,Sofala,Nhamatanda,63,53,20,136,32
Facility 36,2019-05-14,2019-05-14,Sofala,Dondo,0,0,0,0,36
Facility 34,2019-05-14,2019-05-14,Sofala,Dondo,13,20,12,45,34
Facility 38,2019-05-14,2019-05-14,Sofala,Beira,8,9,13,30,38
Facility 35,2019-05-13,2019-05-14,Sofala,Nhamatanda,137,96,283,516,35
Facility 5,2019-05-14,2019-05-14,Sofala,Beira,13,14,27,54,5
Facility 22,2019-05-14,2019-05-14,Sofala,Beira,8,2,11,21,22
Facility 50,2019-05-13,2019-05-14,Sofala,Nhamatanda,81,56,60,197,50
Facility 10,2019-05-14,2019-05-14,Sofala,Beira,0,27,26,53,10
Facility 7,2019-05-13,2019-05-14,Sofala,Nhamatanda,22,23,17,62,7
Facility 33,2019-05-13,2019-05-14,Sofala,Buzi,5,7,3,15,33
Facility 33,2019-05-12,2019-05-14,Sofala,Buzi,0,0,0,0,33
Facility 33,2019-05-11,2019-05-14,Sofala,Buzi,2,0,4,6,33
Facility 60,2019-05-13,2019-05-14,Sofala,Beira,14,9,18,41,60
Facility 60,2019-05-12,2019-05-14,Sofala,Beira,12,9,18,39,60
Facility 60,2019-05-11,2019-05-14,Sofala,Beira,2,4,3,9,60
Facility 37,2019-05-13,2019-05-14,Sofala,Beira,4,7,29,40,37
Facility 53,2019-05-13,2019-05-14,Sofala,Beira,8,2,19,29,53
Facility 53,2019-05-12,2019-05-14,Sofala,Beira,0,0,0,0,53
Facility 53,2019-05-11,2019-05-14,Sofala,Beira,0,0,5,5,53
Facility 53,2019-05-09,2019-05-14,Sofala,Beira,2,3,11,16,53
Facility 53,2019-05-10,2019-05-14,Sofala,Beira,2,3,6,11,53
Facility 2,2019-05-13,2019-05-14,Sofala,Beira,36,34,52,122,2
Facility 29,2019-05-13,2019-05-14,Sofala,Dondo,20,53,29,102,29
Facility 21,2019-05-14,2019-05-14,Sofala,Beira,30,15,13,58,21
Facility 12,2019-05-13,2019-05-14,Sofala,Dondo,119,108,169,396,12
Facility 8,2019-05-13,2019-05-14,Sofala,Beira,0,0,0,0,8
Facility 14,2019-05-12,2019-05-14,Sofala,Dondo,0,0,0,0,14
Facility 14,2019-05-13,2019-05-14,Sofala,Dondo,22,0,15,37,14
Facility 51,2019-05-13,2019-05-14,Sofala,Nhamatanda,17,10,18,45,51
Facility 24,2019-05-13,2019-05-14,Sofala,Beira,20,24,50,94,24
Facility 13,2019-05-13,2019-05-14,Sofala,Beira,0,0,0,0,13
Facility 15,2019-05-13,2019-05-14,Sofala,Buzi,,,,,15
Facility 15,2019-05-13,2019-05-14,Sofala,Buzi,,,,,15
Facility 15,2019-05-11,2019-05-14,Sofala,Buzi,,,,,15
Facility 49,2019-05-13,2019-05-14,Sofala,Dondo,29,29,43,101,49
Facility 15,2019-05-10,2019-05-14,Sofala,Buzi,,,,,15
Facility 15,2019-05-09,2019-05-14,Sofala,Buzi,,,,,15
Facility 33,2019-05-10,2019-05-14,Sofala,Buzi,4,7,8,19,33
Facility 9,2019-05-13,2019-05-14,Sofala,Nhamatanda,51,31,48,130,9
Facility 33,2019-05-09,2019-05-14,Sofala,Buzi,2,1,9,12,33
Facility 49,2019-05-11,2019-05-14,Sofala,Dondo,40,21,28,89,49
Facility 49,2019-05-12,2019-05-14,Sofala,Dondo,1,0,4,5,49
Facility 33,2019-05-08,2019-05-14,Sofala,Buzi,4,2,3,9,33
Facility 15,2019-05-08,2019-05-14,Sofala,Buzi,,,,,15
Facility 9,2019-05-12,2019-05-14,Sofala,Nhamatanda,0,0,0,0,9
Facility 9,2019-05-11,2019-05-14,Sofala,Nhamatanda,19,9,21,49,9
Facility 55,2019-05-13,2019-05-14,Sofala,Beira,24,7,28,59,55
Facility 15,2019-05-07,2019-05-14,Sofala,Buzi,,,,,15
Facility 15,2019-05-06,2019-05-14,Sofala,Buzi,,,,,15
Facility 41,2019-05-06,2019-05-07,Sofala,Buzi,2,5,3,10,41
Facility 31,2019-05-05,2019-05-07,Sofala,Dondo,0,0,0,0,31
Facility 31,2019-05-04,2019-05-07,Sofala,Dondo,0,0,0,0,31
Facility 2,2019-05-06,2019-05-07,Sofala,Beira,25,20,46,91,2
Facility 49,2019-05-04,2019-05-07,Sofala,Dondo,1,22,3,26,49
Facility 49,2019-04-30,2019-05-07,Sofala,Dondo,0,0,0,0,49
Facility 49,2019-04-29,2019-05-07,Sofala,Dondo,0,0,0,0,49
Facility 49,2019-04-28,2019-05-07,Sofala,Dondo,0,0,0,0,49
Facility 49,2019-04-27,2019-05-07,Sofala,Dondo,0,0,0,0,49
Facility 49,2019-04-26,2019-05-07,Sofala,Dondo,0,0,0,0,49
Facility 29,2019-05-05,2019-05-06,Sofala,Dondo,0,0,0,0,29
Facility 29,2019-05-04,2019-05-06,Sofala,Dondo,1,1,1,3,29
Facility 18,2019-05-04,2019-05-06,Sofala,Beira,0,0,0,0,18
Facility 18,2019-05-01,2019-05-06,Sofala,Beira,0,0,0,0,18
Facility 18,2019-04-19,2019-05-06,Sofala,Beira,9,2,7,18,18
Facility 18,2019-04-24,2019-05-06,Sofala,Beira,8,6,7,21,18
Facility 18,2019-04-30,2019-05-06,Sofala,Beira,6,7,8,21,18
Facility 36,2019-05-06,2019-05-06,Sofala,Dondo,9,6,16,31,36
Facility 55,2019-05-05,2019-05-06,Sofala,Beira,5,2,11,18,55
Facility 55,2019-05-04,2019-05-06,Sofala,Beira,1,6,35,42,55
Facility 55,2019-05-03,2019-05-06,Sofala,Beira,15,6,26,47,55
Facility 23,2019-04-28,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-04-27,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-04-20,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-05-05,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 34,2019-04-16,2019-05-06,Sofala,Dondo,14,8,12,34,34
Facility 10,2019-04-10,2019-05-06,Sofala,Beira,0,0,14,14,10
Facility 10,2019-04-13,2019-05-06,Sofala,Beira,0,0,7,7,10
Facility 10,2019-04-14,2019-05-06,Sofala,Beira,0,5,3,8,10
Facility 10,2019-05-02,2019-05-06,Sofala,Beira,0,16,23,39,10
Facility 10,2019-04-21,2019-05-06,Sofala,Beira,0,7,9,16,10
Facility 10,2019-04-20,2019-05-06,Sofala,Beira,0,4,15,19,10
Facility 10,2019-04-16,2019-05-06,Sofala,Beira,0,0,5,5,10
Facility 10,2019-05-05,2019-05-06,Sofala,Beira,0,4,6,10,10
Facility 10,2019-05-04,2019-05-06,Sofala,Beira,0,7,6,13,10
Facility 10,2019-05-06,2019-05-06,Sofala,Beira,0,14,7,21,10
Facility 23,2019-05-03,2019-05-06,Sofala,Dondo,0,0,0,0,23
Facility 13,2019-04-30,2019-05-06,Sofala,Beira,0,0,0,0,13
Facility 13,2019-04-29,2019-05-06,Sofala,Beira,0,0,0,0,13
Facility 25,2019-05-03,2019-05-06,Sofala,Beira,21,9,12,42,25
Facility 53,2019-05-04,2019-05-06,Sofala,Beira,4,0,7,11,53
Facility 53,2019-05-03,2019-05-06,Sofala,Beira,12,8,20,40,53
Facility 46,2019-05-05,2019-05-06,Sofala,Dondo,0,0,0,0,46
Facility 49,2019-05-05,2019-05-06,Sofala,Dondo,3,1,1,5,49
Facility 21,2019-05-06,2019-05-06,Sofala,Beira,31,17,8,56,21
Facility 37,2019-05-06,2019-05-06,Sofala,Beira,3,3,86,92,37
Facility 14,2019-05-03,2019-05-06,Sofala,Dondo,10,7,24,41,14
Facility 14,2019-05-02,2019-05-06,Sofala,Dondo,13,15,19,47,14
Facility 14,2019-04-11,2019-05-06,Sofala,Dondo,0,0,0,0,14
Facility 3,2019-05-06,2019-05-06,Sofala,Dondo,0,0,0,0,3
